,relcase_tax,year,mes,d_a,latitud_longitud,c_digo_dane_de_municipio,municipio,departamento,regi_n,g1_tax,dg1_tax,g2_tax,dg2_tax,g3_tax,dg3_tax,victims_tax,guerrattack_tax,parattack_tax,clash_tax,govattack_tax,posdattack_tax,latitud_longitud_dict,latitude,longitude,date,event,dataset
285,CR018550,1999,1,27,"{'type': 'Point', 'coordinates': [-74.45234352, 4.348314659]}",25805,TIBACUY,CUNDINAMARCA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.45234352, 4.348314659]}",4.348314659,-74.45234352,1999-1-27,285,AP
286,CR018551,1999,2,6,"{'type': 'Point', 'coordinates': [-75.1177291, 5.030452282]}",73870,VILLAHERMOSA,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.1177291, 5.030452282]}",5.030452282,-75.1177291,1999-2-6,286,AP
287,CR018553,1999,3,10,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",19548,PIENDAMO - TUNIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",2.641987578,-76.52850592,1999-3-10,287,AP
288,CR018555,1999,3,10,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",19698,SANTANDER DE QUILICHAO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",3.016053901,-76.48537029,1999-3-10,288,AP
289,CR018558,1999,3,19,"{'type': 'Point', 'coordinates': [-76.68887101, 3.657308485]}",76233,DAGUA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.68887101, 3.657308485]}",3.657308485,-76.68887101,1999-3-19,289,AP
290,CR018562,1999,4,16,"{'type': 'Point', 'coordinates': [-72.50183507, 6.554050428]}",15180,CHISCAS,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.50183507, 6.554050428]}",6.554050428,-72.50183507,1999-4-16,290,AP
291,CR018565,1999,4,17,"{'type': 'Point', 'coordinates': [-76.62922056, 2.754558567]}",19473,MORALES,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.62922056, 2.754558567]}",2.754558567,-76.62922056,1999-4-17,291,AP
292,CR018566,1999,4,19,"{'type': 'Point', 'coordinates': [-70.20428555, 6.303912752]}",81220,CRAVO NORTE,ARAUCA,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-70.20428555, 6.303912752]}",6.303912752,-70.20428555,1999-4-19,292,AP
293,CR018567,1999,4,20,"{'type': 'Point', 'coordinates': [-77.36619749, 8.660556373]}",27006,ACANDI,CHOCO,URABA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.36619749, 8.660556373]}",8.660556373,-77.36619749,1999-4-20,293,AP
294,CR018571,1999,5,1,"{'type': 'Point', 'coordinates': [-76.26297665, 7.00032194]}",5234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.26297665, 7.00032194]}",7.00032194,-76.26297665,1999-5-1,294,AP
295,CR018573,1999,5,1,"{'type': 'Point', 'coordinates': [-72.5599847, 6.316206406]}",15403,LA UVITA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.5599847, 6.316206406]}",6.316206406,-72.5599847,1999-5-1,295,AP
296,CR018574,1999,5,7,"{'type': 'Point', 'coordinates': [-76.74035187, 2.260979699]}",19622,ROSAS,CAUCA,MACIZO COLOMBIANO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.74035187, 2.260979699]}",2.260979699,-76.74035187,1999-5-7,296,AP
297,CR018575,1999,5,8,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",73675,SAN ANTONIO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",3.912976052,-75.48090671,1999-5-8,297,AP
298,CR018576,1999,5,14,"{'type': 'Point', 'coordinates': [-71.9928596, 5.727729878]}",85263,PORE,CASANARE,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-71.9928596, 5.727729878]}",5.727729878,-71.9928596,1999-5-14,298,AP
299,CR018581,1999,5,29,"{'type': 'Point', 'coordinates': [-72.9463583, 7.347884751]}",68132,CALIFORNIA,SANTANDER,PROVINCIA DE SOTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.9463583, 7.347884751]}",7.347884751,-72.9463583,1999-5-29,299,AP
300,CR018582,1999,5,31,"{'type': 'Point', 'coordinates': [-73.58901062, 10.4150616]}",20570,PUEBLO BELLO,CESAR,SIERRA NEVADA DE SANTA MARTA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.58901062, 10.4150616]}",10.4150616,-73.58901062,1999-5-31,300,AP
301,CR018583,1999,6,6,"{'type': 'Point', 'coordinates': [-75.7097785, 3.386750682]}",73616,RIOBLANCO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.7097785, 3.386750682]}",3.386750682,-75.7097785,1999-6-6,301,AP
302,CR018586,1999,6,8,"{'type': 'Point', 'coordinates': [-73.47442637, 6.290561328]}",68211,CONTRATACION,SANTANDER,SERRANIA DE LOS YARIGUIES,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.47442637, 6.290561328]}",6.290561328,-73.47442637,1999-6-8,302,AP
303,CR018590,1999,7,9,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",2.522447597,-75.31537288,1999-7-9,303,AP
304,CR018926,2005,12,27,"{'type': 'Point', 'coordinates': [-76.64440389, 4.651204152]}",27745,SIPI,CHOCO,VALLE DE SAN JUAN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,10.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.64440389, 4.651204152]}",4.651204152,-76.64440389,2005-12-27,304,AP
305,CR020590,1997,1,28,"{'type': 'Point', 'coordinates': [-76.4152929877, 5.4105549598]}",27073,BAGADO,CHOCO,ATRATO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.4152929877, 5.4105549598]}",5.4105549598,-76.4152929877,1997-1-28,305,AP
306,CR020737,1997,10,18,"{'type': 'Point', 'coordinates': [-74.89684475, 3.539036003]}",73236,DOLORES,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.89684475, 3.539036003]}",3.539036003,-74.89684475,1997-10-18,306,AP
307,CR021001,1995,1,13,"{'type': 'Point', 'coordinates': [-75.81865177, 3.285629458]}",73616,RIOBLANCO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.81865177, 3.285629458]}",3.285629458,-75.81865177,1995-1-13,307,AP
308,CR021022,1995,3,6,"{'type': 'Point', 'coordinates': [-75.76467317, 7.17162903]}",5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,14.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.76467317, 7.17162903]}",7.17162903,-75.76467317,1995-3-6,308,AP
309,CR021024,1995,4,5,"{'type': 'Point', 'coordinates': [-73.93902036, 4.339092845]}",25281,FOSCA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.93902036, 4.339092845]}",4.339092845,-73.93902036,1995-4-5,309,AP
310,CR021072,1994,8,8,"{'type': 'Point', 'coordinates': [-76.04414126, 1.992494881]}",41660,SALADOBLANCO,HUILA,SUR DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.04414126, 1.992494881]}",1.992494881,-76.04414126,1994-8-8,310,AP
311,CR021102,1995,1,13,"{'type': 'Point', 'coordinates': [-75.98281889, 6.405567003]}",5125,CAICEDO,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.98281889, 6.405567003]}",6.405567003,-75.98281889,1995-1-13,311,AP
312,CR021107,1995,2,17,"{'type': 'Point', 'coordinates': [-72.16182524, 5.829826597]}",85400,TAMARA,CASANARE,PIEDEMONTE LLANERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.16182524, 5.829826597]}",5.829826597,-72.16182524,1995-2-17,312,AP
313,CR021136,1995,10,19,"{'type': 'Point', 'coordinates': [-72.79809049, 5.754242228]}",15464,MONGUA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.79809049, 5.754242228]}",5.754242228,-72.79809049,1995-10-19,313,AP
314,CR021142,1995,11,29,"{'type': 'Point', 'coordinates': [-72.80552935, 5.802337805]}",15296,GAMEZA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.80552935, 5.802337805]}",5.802337805,-72.80552935,1995-11-29,314,AP
315,CR021146,1996,1,22,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",19517,PAEZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,FARC,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",2.641366768,-75.97196451,1996-1-22,315,AP
316,CR021155,2000,8,29,"{'type': 'Point', 'coordinates': [-72.49587415, 7.298339256]}",54377,LABATECA,NORTE DE SANTANDER,SURORIENTE DE NORTE DE SANTANDER,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.49587415, 7.298339256]}",7.298339256,-72.49587415,2000-8-29,316,AP
317,CR021191,2003,5,21,"{'type': 'Point', 'coordinates': [-76.37957042, 2.611815645]}",19743,SILVIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.37957042, 2.611815645]}",2.611815645,-76.37957042,2003-5-21,317,AP
318,CR021198,2003,7,11,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",1.335351879,-77.59445713,2003-7-11,318,AP
319,CR021521,1999,5,24,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",73675,SAN ANTONIO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",3.912976052,-75.48090671,1999-5-24,319,AP
320,CR027034,2002,1,1,"{'type': 'Point', 'coordinates': [-75.50696203, 1.290427202]}",18460,MILAN,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.50696203, 1.290427202]}",1.290427202,-75.50696203,2002-1-1,320,AP
321,CR037243,2010,11,10,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",19256,EL TAMBO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",2.45137136,-76.81077225,2010-11-10,321,AP
322,CR039044,1988,8,18,"{'type': 'Point', 'coordinates': [-72.66543492, 7.138122324]}",54174,CHITAGA,NORTE DE SANTANDER,SUROCCIDENTE DE NORTE DE SANTANDER,AGENTE DEL ESTADO,NO IDENTIFICADO,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.66543492, 7.138122324]}",7.138122324,-72.66543492,1988-8-18,322,AP
323,CR039102,1996,4,20,"{'type': 'Point', 'coordinates': [-76.05969659, 8.170378684]}",23807,TIERRALTA,CORDOBA,URABA,GUERRILLA,NO IDENTIFICADA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.05969659, 8.170378684]}",8.170378684,-76.05969659,1996-4-20,323,AP
324,CR040099,2000,12,10,"{'type': 'Point', 'coordinates': [-75.11115595, 3.371048831]}",41872,VILLAVIEJA,HUILA,NORTE DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.11115595, 3.371048831]}",3.371048831,-75.11115595,2000-12-10,324,AP
325,CR042211,1992,8,18,"{'type': 'Point', 'coordinates': [-75.11714082, 8.789323934]}",70124,CAIMITO,SUCRE,LA MOJANA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.11714082, 8.789323934]}",8.789323934,-75.11714082,1992-8-18,325,AP
326,CR045013,2012,11,11,"{'type': 'Point', 'coordinates': [-76.69344711, 2.959701537]}",19780,SUAREZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.69344711, 2.959701537]}",2.959701537,-76.69344711,2012-11-11,326,AP
327,CR046872,2002,11,2,"{'type': 'Point', 'coordinates': [-75.12096615, 5.078464508]}",73152,CASABIANCA,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.12096615, 5.078464508]}",5.078464508,-75.12096615,2002-11-2,327,AP
328,CR047784,2012,7,5,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",19821,TORIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",2.951450409,-76.27112721,2012-7-5,328,AP
329,CR047788,2012,9,1,"{'type': 'Point', 'coordinates': [-77.21589814, 2.040478768]}",19075,BALBOA,CAUCA,PATIA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.21589814, 2.040478768]}",2.040478768,-77.21589814,2012-9-1,329,AP
330,CR047919,1991,10,8,"{'type': 'Point', 'coordinates': [-70.85974134, 5.136431386]}",99624,SANTA ROSALIA,VICHADA,ALTILLANURA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-70.85974134, 5.136431386]}",5.136431386,-70.85974134,1991-10-8,330,AP
331,CR048087,2010,3,20,"{'type': 'Point', 'coordinates': [-75.56703425, 2.740968416]}",41801,TERUEL,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.56703425, 2.740968416]}",2.740968416,-75.56703425,2010-3-20,331,AP
332,CR048191,2001,6,9,"{'type': 'Point', 'coordinates': [-75.30939515, 5.714811641]}",5756,SONSON,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.30939515, 5.714811641]}",5.714811641,-75.30939515,2001-6-9,332,AP
