,muncode,_prcmean,year,_tempmean
2765,25200,14911.735294117645,2013,2860.613834422658
2766,25200,12389.156862745098,2014,2861.7984749455336
2767,25200,14259.222766884532,2015,2865.4460784313724
2768,25200,18850.546840958606,2016,2861.5
2769,25200,18400.83551198257,2017,2859.06917211329
2770,25200,19778.20642701525,2018,2855.2581699346406
2771,25200,,2019,2859.1203703703704
2772,41206,19902.79685534591,2006,
2773,41206,17408.398921832882,2007,2894.3323899371067
2774,41206,21298.871293800537,2008,2891.8281671159034
2775,41206,12335.159209344114,2009,2896.861006289308
2776,41206,17814.901168014378,2010,2898.814734950584
2777,41206,32766.54716981132,2011,2894.548068283917
2778,41206,22374.506558849956,2012,2894.444429469901
2779,41206,30018.093845462714,2013,2896.2796495956877
2780,41206,30467.803087478558,2014,2898.686073674753
2781,41206,26898.90215633423,2015,2903.0421383647795
2782,41206,36723.06442048518,2016,2895.0815813117697
2783,41206,45308.45345911949,2017,2898.5537735849052
2784,41206,33678.35103324349,2018,2896.128122192273
2785,41206,,2019,2898.649685534591
2786,70204,11042.377919320594,2006,
2787,70204,11803.637473460722,2007,2998.851910828025
2788,70204,14764.88269639066,2008,2995.0626326963907
2789,70204,10076.065817409768,2009,3003.0928874734605
2790,70204,14290.66295116773,2010,3002.8333333333335
2791,70204,14461.231953290871,2011,2996.6395966029722
2792,70204,10704.97770700637,2012,3002.8004246284504
2793,70204,10533.502653927813,2013,3003.4734607218684
2794,70204,8992.541401273886,2014,3005.8184713375795
2795,70204,9159.840764331211,2015,3011.363057324841
2796,70204,11161.240445859874,2016,3007.0005307855627
2797,70204,12738.900743099788,2017,3004.915605095541
2798,70204,12408.412420382165,2018,3002.842356687898
2799,70204,,2019,3006.796178343949
2800,52203,18788.217857142856,2006,
2801,52203,17785.016666666666,2007,2901.9166666666665
2802,52203,21833.49761904762,2008,2898.310714285714
2803,52203,14481.560714285713,2009,2906.0488095238093
2804,52203,18677.74404761905,2010,2903.602380952381
2805,52203,20964.503571428573,2011,2901.607142857143
2806,52203,14001.705952380953,2012,2904.0964285714285
2807,52203,14415.607142857143,2013,2903.670238095238
2808,52203,15478.506493506493,2014,2905.055952380952
2809,52203,12233.832142857143,2015,2911.2238095238095
2810,52203,13796.129761904762,2016,2906.8071428571425
2811,52203,20823.809523809523,2017,2906.930952380952
2812,52203,14982.313095238096,2018,2907.9904761904763
2813,52203,,2019,2911.3738095238095
2814,86219,32218.259389671362,2006,
2815,86219,33134.86502347418,2007,2869.9049295774644
2816,86219,28963.06924882629,2008,2869.974178403756
2817,86219,28533.62676056338,2009,2872.580985915493
2818,86219,24994.473004694835,2010,2874.1291079812204
2819,86219,29044.0117370892,2011,2872.179577464789
2820,86219,23429.19718309859,2012,2868.618544600939
2821,86219,14661.49765258216,2013,2869.7887323943664
2822,86219,14787.227912932138,2014,2870.093896713615
2823,86219,15294.55164319249,2015,2871.542253521127
2824,86219,15574.767605633802,2016,2878.694835680751
2825,86219,18092.715962441314,2017,2874.5645539906104
2826,86219,15185.530516431923,2018,2872.832159624413
2827,86219,,2019,2874.181924882629
2828,5206,35023.49821937322,2006,
2829,5206,32156.901353276353,2007,2901.978632478633
2830,5206,34942.557692307695,2008,2897.398504273504
2831,5206,26878.01388888889,2009,2906.2581908831908
2832,5206,33980.26602564102,2010,2908.128205128205
2833,5206,35814.318376068375,2011,2903.9220085470083
2834,5206,29104.054843304843,2012,2907.3910256410254
2835,5206,16630.796296296296,2013,2907.9668803418804
2836,5206,13755.362859362858,2014,2909.8539886039885
2837,5206,12864.047008547008,2015,2915.8945868945866
2838,5206,16304.193376068377,2016,2908.98254985755
2839,5206,18516.422008547008,2017,2909.730413105413
2840,5206,17726.582264957266,2018,2908.665598290598
2841,5206,,2019,2913.2656695156693
2842,68207,21347.098484848484,2006,
2843,68207,19840.992424242424,2007,2832.22117003367
2844,68207,20855.612584175084,2008,2830.8409090909095
2845,68207,14376.481060606062,2009,2835.176767676768
2846,68207,22688.307239057238,2010,2839.7453703703704
2847,68207,18766.478324915824,2011,2833.7161195286194
2848,68207,24151.530092592595,2012,2833.2403198653196
2849,68207,43327.286826599324,2013,2837.6565656565654
2850,68207,50428.755050505046,2014,2836.832491582492
2851,68207,58617.24263468013,2015,2838.1531986531986
2852,68207,44311.26199494949,2016,2834.5309343434346
2853,68207,45186.02167508417,2017,2835.428661616161
2854,68207,54746.89204545455,2018,2832.196127946128
2855,68207,,2019,2837.151094276094
2856,5209,27864.423469387755,2006,
2857,5209,30413.42290249433,2007,2943.4492630385485
2858,5209,33485.96315192743,2008,2937.138605442177
2859,5209,19288.88095238095,2009,2949.5918367346935
2860,5209,32306.647675736964,2010,2951.0660430839002
2861,5209,22541.590702947844,2011,2943.846655328798
2862,5209,16180.611394557824,2012,2948.8256802721085
2863,5209,19435.749716553288,2013,2952.450113378685
2864,5209,18687.533704390848,2014,2955.150226757369
2865,5209,17590.74603174603,2015,2960.592120181406
2866,5209,18506.395691609978,2016,2968.385770975057
2867,5209,22993.92715419501,2017,2953.4934807256236
2868,5209,24057.50141723356,2018,2953.0796485260776
2869,5209,,2019,2958.65873015873
2870,68209,23199.519607843136,2006,
2871,68209,24836.522549019606,2007,2915.7480392156863
2872,68209,23066.450980392157,2008,2913.8960784313726
2873,68209,22061.894117647058,2009,2918.423529411765
2874,68209,24661.422549019608,2010,2922.559803921569
2875,68209,25998.833333333332,2011,2918.038235294118
2876,68209,19307.89607843137,2012,2918.01862745098
2877,68209,23830.419607843138,2013,2921.8450980392154
2878,68209,23807.387165775403,2014,2921.8843137254903
2879,68209,29858.394117647058,2015,2924.2029411764706
2880,68209,28380.01862745098,2016,2930.1019607843136
2881,68209,32728.653921568624,2017,2921.8294117647056
2882,68209,28627.658823529415,2018,2920.228431372549
2883,68209,,2019,2924.2774509803926
2884,52207,11374.344047619046,2006,
2885,52207,11534.522023809523,2007,2889.6285714285714
2886,52207,13041.414880952381,2008,2886.4339285714286
2887,52207,10136.682738095238,2009,2892.001785714286
2888,52207,11831.477380952381,2010,2891.8976190476187
2889,52207,14003.797619047618,2011,2888.236904761905
2890,52207,9637.69642857143,2012,2889.5809523809526
2891,52207,7845.95,2013,2891.2357142857145
2892,52207,8402.567532467532,2014,2890.995238095238
2893,52207,6642.226190476191,2015,2895.905357142857
2894,52207,7650.379761904762,2016,2904.045238095238
2895,52207,11874.596428571429,2017,2892.105357142857
2896,52207,8646.443452380952,2018,2892.397619047619
2897,52207,,2019,2895.8744047619043
2898,52210,13060.343137254902,2006,
2899,52210,12290.398692810457,2007,2852.849673202614
2900,52210,14360.21405228758,2008,2851.774509803922
2901,52210,11312.635620915033,2009,2855.171568627451
2902,52210,12588.290849673203,2010,2857.050653594771
2903,52210,15860.48202614379,2011,2854.1388888888887
2904,52210,10494.834967320261,2012,2851.5767973856214
2905,52210,10351.26633986928,2013,2853.5669934640523
2906,52210,10574.436720142603,2014,2852.970588235294
2907,52210,8460.021241830065,2015,2855.941176470588
2908,52210,9036.111111111111,2016,2865.797385620915
2909,52210,13706.586601307188,2017,2856.4166666666665
2910,52210,10608.192810457516,2018,2855.4232026143795
2911,52210,,2019,2858.099673202614
2912,68211,30472.421779141103,2006,
2913,68211,31791.42126789366,2007,2900.741308793456
2914,68211,33521.46114519428,2008,2898.9575664621675
2915,68211,25802.825664621676,2009,2903.1579754601225
2916,68211,32674.96165644172,2010,2908.4171779141107
2917,68211,31311.7581799591,2011,2903.8001022494886
2918,68211,20941.163599182004,2012,2904.269427402863
2919,68211,19862.962678936605,2013,2907.4105316973414
2920,68211,19746.280535415506,2014,2909.8307770961146
2921,68211,25372.029652351735,2015,2912.0899795501023
2922,68211,26220.24846625767,2016,2901.414110429448
2923,68211,32532.257157464217,2017,2910.5782208588957
2924,68211,26035.32208588957,2018,2909.707566462168
2925,68211,,2019,2913.335889570552
2926,54206,10726.561989100817,2006,
2927,54206,10980.946488041174,2007,2968.822661217075
2928,54206,12387.1508477142,2008,2964.7434150772024
2929,54206,10899.576748410536,2009,2970.3536936118676
2930,54206,20746.572812594608,2010,2973.1771117166213
2931,54206,15536.269679079625,2011,2965.4340750832575
2932,54206,13166.911595519225,2012,2971.301544050863
2933,54206,12716.221313957009,2013,2976.445731153497
2934,54206,12390.80505325737,2014,2979.9739630638815
2935,54206,11561.992658189525,2015,2981.8661822585527
2936,54206,11504.117014835,2016,2983.8165304268846
2937,54206,17063.644489857707,2017,2971.2867090523764
2938,54206,13288.150393581593,2018,2971.030124129579
2939,54206,,2019,2977.1997426581897
2940,5212,21335.34523809524,2006,
2941,5212,20381.411255411254,2007,2911.9837662337663
2942,5212,22894.954545454544,2008,2908.018398268398
2943,5212,16657.098484848484,2009,2916.3084415584417
2944,5212,24102.16774891775,2010,2918.746753246753
2945,5212,24118.585497835495,2011,2914.5519480519483
2946,5212,18816.74458874459,2012,2916.4556277056276
2947,5212,19341.638528138526,2013,2917.6969696969695
2948,5212,15821.465171192445,2014,2919.2164502164505
2949,5212,15393.683982683984,2015,2924.2954545454545
2950,5212,18355.871212121212,2016,2929.46645021645
2951,5212,20526.515151515152,2017,2918.158008658009
2952,5212,21056.58658008658,2018,2916.8019480519483
2953,5212,,2019,2920.80303030303
2954,15212,19198.516190476188,2006,
2955,15212,23426.25333333333,2007,2928.217619047619
2956,15212,21539.529523809524,2008,2925.6485714285714
2957,15212,13640.525238095239,2009,2931.884285714286
2958,15212,18886.860476190475,2010,2932.9690476190476
2959,15212,23160.95619047619,2011,2931.284761904762
2960,15212,15056.106666666667,2012,2932.74
2961,15212,18270.585714285713,2013,2934.4209523809527
2962,15212,14968.307532467532,2014,2936.680952380952
2963,15212,17536.116666666665,2015,2940.583809523809
2964,15212,20806.033333333333,2016,2953.2580952380954
2965,15212,24695.715714285714,2017,2933.8071428571425
2966,15212,24937.258095238096,2018,2933.0504761904763
2967,15212,,2019,2937.478095238095
2968,19212,18847.716754155732,2006,
2969,19212,18843.712160979878,2007,2902.472222222222
2970,19212,24133.065835520563,2008,2900.01968503937
2971,19212,15741.004374453194,2009,2907.0150918635172
2972,19212,22022.409886264217,2010,2906.398075240595
2973,19212,25392.30643044619,2011,2903.645231846019
2974,19212,16720.58617672791,2012,2905.330489938758
2975,19212,12021.639107611549,2013,2906.8199912510936
2976,19212,12476.532092579337,2014,2907.8954505686793
2977,19212,7934.0091863517055,2015,2912.121828521435
2978,19212,15146.581146106735,2016,2912.8140857392827
2979,19212,15984.295056867893,2017,2907.536526684164
2980,19212,11916.028433945758,2018,2907.992782152231
2981,19212,,2019,2911.023622047244
2982,68217,18960.978828163465,2006,
2983,68217,18438.904972919743,2007,2866.440915805022
2984,68217,18125.30096011817,2008,2864.482151649434
2985,68217,14702.147095027081,2009,2869.1297390448053
2986,68217,20558.727474150666,2010,2873.9158050221563
2987,68217,22015.960118168394,2011,2868.3026834071884
2988,68217,16254.591826686361,2012,2867.632323978336
2989,68217,29858.632693254553,2013,2872.1106597735106
2990,68217,30270.97784342688,2014,2871.8236090595765
2991,68217,35409.63380108321,2015,2873.950393894633
2992,68217,33091.12210733629,2016,2873.329886755293
2993,68217,37077.19743968489,2017,2871.3325947808958
2994,68217,35778.318562284585,2018,2869.4590103397345
2995,68217,,2019,2873.5002461841455
2996,15215,10385.360730593608,2006,
2997,15215,8999.240867579909,2007,2862.8481735159817
2998,15215,9762.10388127854,2008,2863.176940639269
2999,15215,7608.914383561644,2009,2865.3162100456616
3000,15215,12080.126712328769,2010,2870.253424657534
3001,15215,13339.543378995433,2011,2864.768264840183
3002,15215,9969.950913242008,2012,2863.584474885845
3003,15215,16341.434931506848,2013,2867.2956621004564
3004,15215,16982.003735990034,2014,2866.138127853881
3005,15215,21509.820776255707,2015,2866.421232876712
3006,15215,21290.10273972603,2016,2878.1187214611873
3007,15215,22808.067351598176,2017,2866.6518264840183
3008,15215,22054.374429223742,2018,2863.6335616438355
3009,15215,,2019,2865.9657534246576
3010,25214,9864.466397849463,2006,
3011,25214,8915.639784946236,2007,2875.5201612903224
3012,25214,11686.610215053763,2008,2872.9744623655915
3013,25214,7178.626344086021,2009,2879.565860215054
3014,25214,10438.405913978495,2010,2878.1061827956987
3015,25214,13590.45698924731,2011,2874.6370967741937
3016,25214,7598.802419354838,2012,2876.625
3017,25214,8419.89247311828,2013,2879.014784946237
3018,25214,7346.260997067449,2014,2880.4610215053763
3019,25214,5479.287634408603,2015,2884.844086021505
3020,25214,8490.870967741936,2016,2885.116935483871
3021,25214,7602.9637096774195,2017,2876.9596774193546
3022,25214,10730.626344086022,2018,2875.27688172043
3023,25214,,2019,2878.9287634408606
3024,15218,14607.195378151262,2006,
3025,15218,12883.554621848738,2007,2921.172268907563
3026,15218,14601.590336134454,2008,2919.5189075630256
3027,15218,9237.905462184874,2009,2924.233893557423
3028,15218,16911.17507002801,2010,2925.4229691876753
3029,15218,14609.961484593836,2011,2920.766806722689
3030,15218,13912.543417366947,2012,2921.90406162465
3031,15218,27327.138655462186,2013,2926.764705882353
3032,15218,29023.76317799847,2014,2927.09243697479
3033,15218,31176.287114845938,2015,2929.0427170868347
3034,15218,26951.747198879548,2016,2942.6792717086832
3035,15218,31610.368347338936,2017,2923.56512605042
3036,15218,33726.741596638654,2018,2922.541316526611
3037,15218,,2019,2926.655462184874
3038,73217,16160.092592592593,2006,
3039,73217,16019.25202213708,2007,3011.2934227330775
3040,73217,19290.416666666668,2008,3001.124840357599
3041,73217,13679.149957428694,2009,3011.613665389528
3042,73217,17700.81864623244,2010,3007.9119838229035
3043,73217,19672.769902085995,2011,3004.11196253725
3044,73217,10454.24723286505,2012,3013.7252022137077
3045,73217,9555.643571732653,2013,3015.1166453810133
3046,73217,9863.838732149075,2014,3017.5882290336317
3047,73217,5905.38122605364,2015,3025.8955938697313
3048,73217,8672.075138356748,2016,3026.7540442741592
3049,73217,13112.671455938696,2017,3018.8042784163476
3050,73217,9347.065559812687,2018,3018.9429544487016
3051,73217,,2019,3026.4934014474243
3052,81220,16088.331982203295,2006,
3053,81220,21658.388634130362,2007,3002.259689922481
3054,81220,15115.570886559668,2008,3001.292076100011
3055,81220,17165.786248498745,2009,3002.730742985042
3056,81220,16687.597062998146,2010,3003.5119145103176
3057,81220,18213.208074025548,2011,2998.8923872693526
3058,81220,17866.766268151547,2012,2998.7261846271426
3059,81220,15881.376555846708,2013,3002.229773992794
3060,81220,15892.939642080815,2014,3004.199953597554
3061,81220,19579.184586199368,2015,3004.525698766241
3062,81220,16850.751596790044,2016,3005.2483076755107
3063,81220,17643.948602467517,2017,3000.6233622666227
3064,81220,22339.854678458345,2018,3000.2709766350035
3065,81220,,2019,3005.2450322087566
3066,52224,11375.57711442786,2006,
3067,52224,11464.623134328358,2007,2843.93407960199
3068,52224,13125.569651741294,2008,2841.490049751244
3069,52224,9911.562189054726,2009,2846.6032338308455
3070,52224,12028.57711442786,2010,2847.669154228856
3071,52224,13894.993781094527,2011,2844.121890547264
3072,52224,9624.152985074626,2012,2843.1380597014927
3073,52224,11086.116915422885,2013,2845.1890547263683
3074,52224,10936.572591587517,2014,2844.731343283582
3075,52224,9081.886815920398,2015,2848.5621890547263
3076,52224,9846.635572139303,2016,2853.8495024875624
3077,52224,15276.762437810947,2017,2847.471393034826
3078,52224,11554.019900497513,2018,2846.834577114428
3079,52224,,2019,2849.904228855721
3080,15223,38351.44014932562,2006,
3081,15223,37915.973446531796,2007,2918.269448458574
3082,15223,35007.875,2008,2917.8698819845854
3083,15223,29442.472844412332,2009,2918.827071290944
3084,15223,38010.0495544316,2010,2926.7554792870906
3085,15223,30100.89998795761,2011,2921.2868497109826
3086,15223,41863.05798410405,2012,2918.6016377649325
3087,15223,59599.462728805396,2013,2921.94984344894
3088,15223,71353.23765107724,2014,2921.0068039499038
