,muncode,_prcmean,year,_tempmean
7196,5480,41631.01925105485,2006,
7197,5480,54212.06816983123,2007,2972.7807885021098
7198,5480,49055.08504746835,2008,2969.476331751055
7199,5480,40707.86300105485,2009,2977.4755406118143
7200,5480,48213.970332278484,2010,2978.9883306962024
7201,5480,50227.452795358644,2011,2974.6442510548527
7202,5480,42661.270701476795,2012,2977.46875
7203,5480,57478.402953586505,2013,2978.9732331223627
7204,5480,37364.891182393556,2014,2980.511273734177
7205,5480,45117.490110759485,2015,2984.026569092827
7206,5480,50216.274657172995,2016,2986.186840717299
7207,5480,63582.37710970465,2017,2980.823114451477
7208,5480,53301.217629219405,2018,2979.030327004219
7209,5480,,2019,2982.3471123417717
7210,54480,16778.996376811596,2006,
7211,54480,16640.4053442029,2007,2839.2703804347825
7212,54480,16673.36865942029,2008,2835.639945652174
7213,54480,16871.099184782608,2009,2841.3256340579705
7214,54480,21590.39175724638,2010,2849.1019021739135
7215,54480,19717.11911231884,2011,2839.8858695652175
7216,54480,27682.740942028988,2012,2841.5892210144925
7217,54480,39528.053894927536,2013,2845.223731884058
7218,54480,46532.556818181816,2014,2844.1096014492755
7219,54480,52195.49003623188,2015,2845.4121376811595
7220,54480,39239.002717391304,2016,2840.4918478260865
7221,54480,36325.827445652176,2017,2840.8555253623185
7222,54480,43978.86911231884,2018,2838.396286231884
7223,54480,,2019,2843.5244565217395
7224,15480,19145.354554865426,2006,
7225,15480,22535.506728778466,2007,2957.35248447205
7226,15480,21767.38923395445,2008,2954.340062111801
7227,15480,15011.004658385093,2009,2960.466873706004
7228,15480,18772.756728778466,2010,2961.8002070393377
7229,15480,21623.16977225673,2011,2960.1816770186338
7230,15480,14440.313664596273,2012,2961.777432712215
7231,15480,14243.297619047618,2013,2962.8845755693583
7232,15480,12594.31507622812,2014,2965.278467908903
7233,15480,13737.545548654243,2015,2969.4430641821946
7234,15480,16524.0,2016,2983.4777432712217
7235,15480,19716.929089026915,2017,2964.7603519668737
7236,15480,20538.765010351966,2018,2963.503105590062
7237,15480,,2019,2968.4782608695655
7238,68432,24420.107142857145,2006,
7239,68432,22209.28452380952,2007,2870.4690476190476
7240,68432,24008.719047619048,2008,2868.5761904761907
7241,68432,15745.270238095238,2009,2873.866666666667
7242,68432,27244.854761904764,2010,2876.2559523809523
7243,68432,22391.65119047619,2011,2870.717857142857
7244,68432,24826.317857142858,2012,2871.5809523809526
7245,68432,45940.79047619048,2013,2876.30119047619
7246,68432,50467.74155844155,2014,2876.472619047619
7247,68432,54117.85119047619,2015,2878.775
7248,68432,45109.05595238096,2016,2875.1904761904766
7249,68432,49318.635714285716,2017,2873.586904761905
7250,68432,55329.00952380953,2018,2871.8261904761907
7251,68432,,2019,2876.7011904761907
7252,5483,31684.16576819407,2006,
7253,5483,31673.664645103327,2007,2928.8986972147345
7254,5483,37132.88926325247,2008,2923.9451931716085
7255,5483,26363.43261455526,2009,2931.8555705300987
7256,5483,34632.86006289308,2010,2934.999550763702
7257,5483,40863.23203054807,2011,2929.500673854447
7258,5483,28104.300763701704,2012,2933.5199910152737
7259,5483,15491.865004492363,2013,2934.543351302785
7260,5483,12818.003675569715,2014,2936.23158131177
7261,5483,10685.882300089846,2015,2942.29200359389
7262,5483,13485.861635220126,2016,2948.3290655884994
7263,5483,17568.11253369272,2017,2936.3838724168913
7264,5483,15382.407457322552,2018,2936.415094339623
7265,5483,,2019,2940.6549865229113
7266,25483,13476.547101449274,2006,
7267,25483,15401.711352657005,2007,2983.8888888888887
7268,25483,14223.317632850243,2008,2982.1884057971015
7269,25483,12808.28502415459,2009,2988.7113526570047
7270,25483,14962.944444444445,2010,2989.1473429951693
7271,25483,13131.489130434782,2011,2986.096618357488
7272,25483,10560.72463768116,2012,2988.350241545894
7273,25483,23159.57850241546,2013,2989.899758454106
7274,25483,23574.242424242428,2014,2991.566425120773
7275,25483,17249.69806763285,2015,2992.693236714976
7276,25483,21681.789855072464,2016,2996.3200483091787
7277,25483,20375.74033816425,2017,2999.694444444445
7278,25483,22789.13526570048,2018,2994.7789855072465
7279,25483,,2019,2998.828502415459
7280,73483,17665.48411122145,2006,
7281,73483,16407.62206223105,2007,2998.7348560079445
7282,73483,21408.5652101953,2008,2989.5338464084743
7283,73483,14643.924362793776,2009,2998.0900364117842
7284,73483,18976.888199271765,2010,2995.9685534591194
7285,73483,22893.36171797418,2011,2993.098311817279
7286,73483,13209.532687851706,2012,3002.624213836478
7287,73483,11883.76373717312,2013,3003.0942568685864
7288,73483,12051.306671481447,2014,3005.8394571333993
7289,73483,7097.417825223435,2015,3015.038646143661
7290,73483,11565.759930486594,2016,3014.0417907977494
7291,73483,16774.836064217146,2017,3005.247848394571
7292,73483,11508.809251903343,2018,3005.9778219132736
7293,73483,,2019,3011.7532274081427
7294,5495,34697.49142599278,2006,
7295,5495,37204.369660048134,2007,3000.3914711191337
7296,5495,27315.41990072202,2008,2995.6488417569194
7297,5495,22654.375752105898,2009,3002.9226083032495
7298,5495,31065.72277376655,2010,3003.9414861612513
7299,5495,32303.20246690734,2011,2999.9259927797834
7300,5495,24947.16087545126,2012,3004.7075812274365
7301,5495,20914.5712244284,2013,3005.6474879663056
7302,5495,20334.938464063012,2014,3007.5860409145607
7303,5495,25541.24593862816,2015,3012.649593862816
7304,5495,22593.65388086643,2016,3014.0785198555955
7305,5495,28494.386507220217,2017,3010.0518200962692
7306,5495,27636.995111311673,2018,3006.669449458484
7307,5495,,2019,3011.554527677497
7308,5490,17483.983930987823,2006,
7309,5490,19977.58795669824,2007,3000.069801533604
7310,5490,14964.680480378891,2008,2997.1098331078033
7311,5490,13892.458107803337,2009,3002.3829499323406
7312,5490,16903.31140054127,2010,3002.9503270184937
7313,5490,14998.045951736582,2011,2999.822902571042
7314,5490,17309.158660351826,2012,3002.117444745151
7315,5490,16545.80418358142,2013,3003.3709968425796
7316,5490,11916.380858654202,2014,3005.418696436626
7317,5490,13856.473105548037,2015,3008.956078033378
7318,5490,17175.455626973388,2016,3006.599064050519
7319,5490,16252.682848443843,2017,3005.5179296346414
7320,5490,15378.232408660353,2018,3003.6874154262514
7321,5490,,2019,3006.535859269283
7322,17486,32147.91089299461,2006,
7323,17486,26439.78156274057,2007,2904.0483063895304
7324,17486,30127.37374903772,2008,2902.0960354118556
7325,17486,21820.060623556583,2009,2908.8697074672823
7326,17486,27792.28637413395,2010,2911.660700538876
7327,17486,30182.64973056197,2011,2908.0159738260204
7328,17486,20467.070053887608,2012,2908.063702848345
7329,17486,28068.224595842956,2013,2909.89299461124
7330,17486,29384.22401847575,2014,2910.3233256351036
7331,17486,26816.917244033873,2015,2913.9643956889918
7332,17486,26015.029638183216,2016,2920.942840646651
7333,17486,26861.235180908392,2017,2911.776558891455
7334,17486,28002.13818321786,2018,2910.34545804465
7335,17486,,2019,2913.3564280215546
7336,25486,10463.606125356126,2006,
7337,25486,8855.70584045584,2007,2864.8817663817663
7338,25486,10593.776353276353,2008,2864.043447293447
7339,25486,6619.945156695157,2009,2868.1787749287746
7340,25486,10190.570512820514,2010,2870.477207977208
7341,25486,13917.409544159544,2011,2865.4138176638176
7342,25486,8772.32905982906,2012,2863.133903133903
7343,25486,11890.363247863248,2013,2867.49358974359
7344,25486,9790.600621600623,2014,2868.2699430199427
7345,25486,12171.099715099715,2015,2870.1759259259256
7346,25486,15565.287037037036,2016,2875.2108262108263
7347,25486,15362.95868945869,2017,2867.0683760683764
7348,25486,15932.9594017094,2018,2863.1289173789173
7349,25486,,2019,2866.1866096866092
7350,25488,21532.85025062657,2006,
7351,25488,23462.76284461153,2007,2974.8333333333335
7352,25488,25161.97117794486,2008,2974.518170426065
7353,25488,21388.970238095237,2009,2978.548245614035
7354,25488,21840.561090225565,2010,2980.90350877193
7355,25488,25227.83521303258,2011,2978.7612781954886
7356,25488,18145.961779448622,2012,2978.076127819549
7357,25488,61938.78822055138,2013,2978.8552631578946
7358,25488,63191.308612440196,2014,2980.5260025062657
7359,25488,49779.88565162907,2015,2981.572368421053
7360,25488,64828.03414786967,2016,2993.448308270677
7361,25488,54937.089598997496,2017,2987.522556390977
7362,25488,62532.328634085214,2018,2983.2891604010024
7363,25488,,2019,2986.467105263158
7364,25489,17024.452205882353,2006,
7365,25489,16392.373774509804,2007,2957.59681372549
7366,25489,18944.299019607843,2008,2954.746323529412
7367,25489,13512.35294117647,2009,2960.9007352941176
7368,25489,15679.607843137253,2010,2962.169117647059
7369,25489,17516.95343137255,2011,2959.7904411764707
7370,25489,12334.855392156862,2012,2960.8321078431377
7371,25489,13966.252450980392,2013,2962.595588235294
7372,25489,13650.735294117649,2014,2963.593137254902
7373,25489,10875.26838235294,2015,2967.7598039215686
7374,25489,17290.61274509804,2016,2979.845588235294
7375,25489,12414.67524509804,2017,2965.686274509804
7376,25489,18011.031862745098,2018,2963.5428921568623
7377,25489,,2019,2967.5367647058824
7378,15491,10072.744708994709,2006,
7379,15491,8518.252645502645,2007,2867.679894179894
7380,15491,9313.088624338625,2008,2867.4695767195767
7381,15491,7045.458994708995,2009,2870.7579365079364
7382,15491,11113.373015873016,2010,2873.7103174603176
7383,15491,12453.743386243388,2011,2867.253968253968
7384,15491,9039.48544973545,2012,2867.3597883597886
7385,15491,16076.71693121693,2013,2872.3809523809523
7386,15491,16328.34632034632,2014,2871.746031746032
7387,15491,21872.284391534395,2015,2871.82671957672
7388,15491,20881.44708994709,2016,2882.121693121693
7389,15491,22363.164021164022,2017,2870.857142857143
7390,15491,21616.48544973545,2018,2867.765873015873
7391,15491,,2019,2869.9603174603176
7392,25491,16451.66987179487,2006,
7393,25491,15811.769230769232,2007,2951.590811965812
7394,25491,17937.197649572652,2008,2949.192307692308
7395,25491,13408.84722222222,2009,2954.9262820512818
7396,25491,15854.529914529914,2010,2956.405982905983
7397,25491,17806.81837606838,2011,2954.6420940170938
7398,25491,11925.760683760685,2012,2955.8888888888887
7399,25491,13780.438034188033,2013,2956.9861111111113
7400,25491,13658.010489510489,2014,2957.7767094017095
7401,25491,10047.938034188033,2015,2962.0982905982905
7402,25491,17076.898504273504,2016,2975.6869658119663
7403,25491,11727.727564102564,2017,2959.1634615384614
7404,25491,17827.319444444445,2018,2957.4679487179487
7405,25491,,2019,2961.2670940170938
7406,15494,11341.740437158469,2006,
7407,15494,8656.18169398907,2007,2857.3456284153003
7408,15494,10522.381147540984,2008,2857.8620218579235
7409,15494,7323.035519125683,2009,2859.2308743169397
7410,15494,11777.644808743169,2010,2864.6407103825136
7411,15494,15506.245901639346,2011,2861.173497267759
7412,15494,11030.284153005465,2012,2857.2691256830603
7413,15494,14300.916666666666,2013,2859.8647540983607
7414,15494,13620.238450074516,2014,2859.5573770491806
7415,15494,19173.887978142076,2015,2859.016393442623
7416,15494,19255.303278688527,2016,2866.1038251366117
7417,15494,20285.762295081968,2017,2861.8292349726776
7418,15494,19181.803278688527,2018,2858.2841530054648
7419,15494,,2019,2860.393442622951
7420,85225,20369.361604842863,2006,
7421,85225,18223.641679546625,2007,2992.632083977331
7422,85225,18477.085329726946,2008,2991.876030396703
7423,85225,17954.92445904173,2009,2993.9317362184443
7424,85225,20319.45285935085,2010,2996.221470891293
7425,85225,21177.20137815559,2011,2991.8710072127765
7426,85225,20693.247295208657,2012,2989.4833204533747
7427,85225,19132.01345955693,2013,2993.3996651210714
7428,85225,19273.600252915556,2014,2994.6706594538896
7429,85225,23754.817233384852,2015,2995.6155332302937
7430,85225,22738.15687789799,2016,2998.6691782586295
7431,85225,20588.7997810407,2017,2995.965932509016
7432,85225,21576.250643997937,2018,2994.0287867078823
7433,85225,,2019,2999.2855486862445
7434,27495,48030.58806360709,2006,
7435,27495,55400.34470611916,2007,2983.3220611916263
7436,27495,49095.35336151369,2008,2981.4095209339775
7437,27495,44647.528280998384,2009,2987.312600644122
7438,27495,57542.02566425121,2010,2987.48268921095
7439,27495,51604.254327697265,2011,2984.746678743961
7440,27495,41785.08625201288,2012,2987.0997383252816
7441,27495,47206.4154589372,2013,2986.483192431562
7442,27495,38728.43126921388,2014,2988.882850241546
7443,27495,38832.751912238324,2015,2993.3213566827694
7444,27495,38083.61684782609,2016,2989.572463768116
7445,27495,54696.591686795495,2017,2990.1138285024153
7446,27495,55356.896034621575,2018,2988.9692028985505
7447,27495,,2019,2991.2710346215786
7448,41483,18425.390985324946,2006,
7449,41483,15137.468553459119,2007,2919.010482180294
7450,41483,18164.099056603776,2008,2918.7861635220124
7451,41483,15204.638888888889,2009,2921.6781970649895
7452,41483,16747.12421383648,2010,2925.2096436058696
7453,41483,24057.98113207547,2011,2922.806603773585
7454,41483,17367.29716981132,2012,2918.7264150943397
7455,41483,15118.72222222222,2013,2919.509958071279
7456,41483,16900.31160663236,2014,2919.3988469601677
7457,41483,10584.638888888889,2015,2922.372641509434
7458,41483,15548.186058700208,2016,2925.0089098532494
7459,41483,20307.72641509434,2017,2923.9685534591194
7460,41483,13725.382599580713,2018,2921.699685534591
7461,41483,,2019,2924.66142557652
7462,27491,68403.99199153822,2006,
7463,27491,74308.55069507404,2007,2978.6451344817165
7464,27491,48355.382139619214,2008,2977.822982774252
7465,27491,44042.28807796917,2009,2984.054699304926
7466,27491,55722.62813538834,2010,2983.9578422484137
7467,27491,46343.03248715624,2011,2982.7203838017526
7468,27491,44609.86974916893,2012,2984.7504533091565
7469,27491,47197.8011483832,2013,2983.5309761257176
7470,27491,45555.86161707739,2014,2986.031656089453
7471,27491,42602.58507101844,2015,2991.268132366274
7472,27491,39569.519416742216,2016,2988.643019038984
7473,27491,46357.873451193715,2017,2988.704517981263
7474,27491,45886.77024780901,2018,2987.4358567543063
7475,27491,,2019,2989.7948776065277
7476,76497,12839.445981554678,2006,
7477,76497,18059.552700922268,2007,2949.3731884057975
7478,76497,19204.416337285904,2008,2945.830039525692
7479,76497,13838.582015810278,2009,2953.5349143610015
7480,76497,21086.364953886692,2010,2954.1347167325425
7481,76497,23772.686100131756,2011,2952.0718050065875
7482,76497,15286.559617918314,2012,2953.3053359683795
7483,76497,18924.891304347828,2013,2954.233860342556
7484,76497,14875.295724038808,2014,2955.79907773386
7485,76497,14777.207509881424,2015,2959.2681159420285
7486,76497,16943.605401844532,2016,2961.3158761528325
7487,76497,20234.395256916996,2017,2956.472002635046
7488,76497,19693.08399209486,2018,2956.14558629776
7489,76497,,2019,2960.0540184453225
7490,68498,16914.337962962964,2006,
7491,68498,17895.135185185183,2007,2920.45462962963
7492,68498,16043.203703703703,2008,2918.72962962963
7493,68498,15385.137962962965,2009,2923.2564814814814
7494,68498,18604.081481481484,2010,2927.036111111111
7495,68498,19807.75925925926,2011,2922.487962962963
7496,68498,14801.023148148148,2012,2922.3453703703703
7497,68498,22831.199074074073,2013,2926.4694444444444
7498,68498,23137.270707070707,2014,2926.3240740740744
7499,68498,27951.06111111111,2015,2928.537962962963
7500,68498,25654.058333333334,2016,2939.5620370370375
7501,68498,29102.087962962964,2017,2925.887037037037
7502,68498,26973.239814814817,2018,2924.365740740741
7503,68498,,2019,2928.4555555555557
7504,54498,16929.367466666667,2006,
7505,54498,19306.605333333333,2007,2927.17
7506,54498,16278.0112,2008,2925.3550666666665
7507,54498,17999.2576,2009,2931.128533333333
7508,54498,24403.16946666667,2010,2932.8314666666665
7509,54498,22776.261466666667,2011,2927.856933333333
7510,54498,18303.373333333333,2012,2932.2836
7511,54498,26782.141999999996,2013,2935.4492000000005
7512,54498,26477.983854545455,2014,2937.316533333333
7513,54498,30048.350533333334,2015,2937.9630666666667
7514,54498,25180.560533333333,2016,2931.315466666667
7515,54498,35258.187333333335,2017,2930.3852
7516,54498,30337.6972,2018,2928.8170666666665
7517,54498,,2019,2933.2032
7518,68500,22637.97428288823,2006,
7519,68500,24285.977002967356,2007,2911.917903066271
7520,68500,22290.77274975272,2008,2910.0882789317507
7521,68500,20970.25049455984,2009,2914.034371909001
7522,68500,24123.710682492583,2010,2919.1135014836796
7523,68500,24813.55464886251,2011,2914.643422354105
7524,68500,17875.36572700297,2012,2914.2997032640947
7525,68500,20518.439663699308,2013,2917.76409495549
7526,68500,20085.84434852981,2014,2918.053412462908
7527,68500,26185.70771513353,2015,2920.2774480712164
7528,68500,24479.978486646884,2016,2926.5022255192875
7529,68500,27350.86597428289,2017,2918.3741345202766
7530,68500,23855.072205736895,2018,2916.8543521266074
7531,68500,,2019,2920.702522255193
7532,15500,12147.376923076923,2006,
7533,15500,9154.723076923077,2007,2862.7333333333336
7534,15500,11059.230769230768,2008,2861.7141025641026
7535,15500,8371.023076923077,2009,2866.189743589744
7536,15500,13033.780769230769,2010,2868.5166666666664
7537,15500,15691.161538461538,2011,2863.124358974359
7538,15500,10309.407692307692,2012,2862.5897435897436
7539,15500,15924.852564102564,2013,2867.6679487179485
7540,15500,15111.07832167832,2014,2867.973076923077
7541,15500,22096.684615384613,2015,2868.4807692307695
7542,15500,20631.92564102564,2016,2876.1141025641027
7543,15500,23006.466666666664,2017,2866.2076923076925
7544,15500,21541.026923076923,2018,2863.242307692308
7545,15500,,2019,2865.314102564103
7546,5501,18872.91907051282,2006,
7547,5501,19135.91185897436,2007,2959.658653846154
7548,5501,19796.20753205128,2008,2954.7307692307695
7549,5501,13751.337339743588,2009,2963.9535256410254
7550,5501,21747.258814102563,2010,2966.5584935897436
7551,5501,26875.764423076922,2011,2961.3237179487182
7552,5501,15466.742788461539,2012,2963.127403846154
7553,5501,21052.708333333332,2013,2965.6442307692305
7554,5501,16230.569930069929,2014,2966.835737179487
7555,5501,16578.010416666668,2015,2971.4134615384614
7556,5501,19735.01923076923,2016,2997.3886217948716
7557,5501,23724.189102564105,2017,2965.349358974359
7558,5501,20868.73717948718,2018,2964.21875
7559,5501,,2019,2968.99358974359
7560,52490,27946.308861301368,2006,
7561,52490,34348.16010273973,2007,2988.853453196347
7562,52490,41119.973316210046,2008,2987.2878852739727
7563,52490,28232.78310502283,2009,2991.9443493150684
7564,52490,40360.11080194064,2010,2990.837970890411
7565,52490,30707.216395547945,2011,2989.8172089041095
7566,52490,30020.208119292238,2012,2989.9912956621006
7567,52490,13931.507634132422,2013,2989.173515981735
7568,52490,16878.512375467,2014,2990.9342893835615
7569,52490,17115.874500570775,2015,2995.753567351598
7570,52490,14654.203624429225,2016,2994.903681506849
7571,52490,22711.549871575346,2017,2994.321632420091
7572,52490,20042.90839041096,2018,2993.0129851598176
7573,52490,,2019,2995.759132420091
7574,68502,15949.684819897084,2006,
7575,68502,14100.542738707833,2007,2863.800171526587
7576,68502,15754.581189251001,2008,2861.408519153802
7577,68502,10628.120211549458,2009,2866.734133790738
7578,68502,17778.713836477986,2010,2869.981989708405
7579,68502,17761.194110920525,2011,2863.982275586049
7580,68502,14527.759291023443,2012,2864.356346483705
7581,68502,28211.412521440823,2013,2869.4899942824472
7582,68502,29275.913457040388,2014,2869.5917667238423
7583,68502,32493.54202401372,2015,2871.995283018868
7584,68502,29740.986563750717,2016,2869.321898227559
7585,68502,34748.589908519156,2017,2867.4595483133216
7586,68502,35562.298170383074,2018,2865.8659233847916
7587,68502,,2019,2870.3427672955972
7588,41503,15592.591032608696,2006,
7589,41503,14218.114130434784,2007,2896.2481884057975
7590,41503,15561.226449275362,2008,2894.8029891304345
7591,41503,13306.653079710144,2009,2896.7278079710145
7592,41503,14266.554800724638,2010,2900.988677536232
7593,41503,20033.953804347828,2011,2898.121376811594
7594,41503,16510.534420289856,2012,2893.0430253623185
7595,41503,14061.295742753624,2013,2894.6408514492755
7596,41503,16595.301383399208,2014,2894.34375
7597,41503,12204.284420289856,2015,2896.921195652174
7598,41503,15854.057065217392,2016,2896.2346014492755
7599,41503,16986.015851449276,2017,2899.238677536232
7600,41503,13959.364130434782,2018,2897.4868659420295
7601,41503,,2019,2899.2835144927535
7602,86320,32166.85261495519,2006,
7603,86320,34502.759071543995,2007,2962.6542529748785
7604,86320,30246.092698692522,2008,2960.722381372117
7605,86320,31422.488651388278,2009,2962.986264139856
7606,86320,23812.935213750552,2010,2966.242544439547
7607,86320,36237.06173791685,2011,2961.4705817540766
7608,86320,27627.731416189217,2012,2958.6280299691493
7609,86320,23274.628874687824,2013,2959.682863229029
7610,86320,18685.66164509796,2014,2959.966431614515
7611,86320,22795.63467753783,2015,2962.8373365653006
7612,86320,20780.53801234024,2016,2968.589172910239
7613,86320,25042.194064933155,2017,2964.1260467166153
7614,86320,24199.1475686793,2018,2961.243940061701
7615,86320,,2019,2962.6343469957396
7616,85230,21570.238813113185,2006,
7617,85230,18169.384736180906,2007,2998.3901351998084
7618,85230,19424.713986599665,2008,2997.6467605886573
7619,85230,21390.369825317062,2009,2998.240443287868
7620,85230,22610.67970806413,2010,3000.027593323762
7621,85230,22473.700002991147,2011,2996.6537000478584
7622,85230,23562.508958482893,2012,2994.664228882508
7623,85230,23719.873190356546,2013,2997.1060660445087
7624,85230,22291.68287867911,2014,2999.6651860492943
7625,85230,29898.431083991385,2015,2998.5459589614743
7626,85230,26402.704340153145,2016,3001.171362766212
7627,85230,23562.12268186169,2017,3000.1113155061016
7628,85230,26176.323253170616,2018,2998.467710576693
7629,85230,,2019,3003.623220268007
7630,73504,20406.421642899582,2006,
7631,73504,20238.79991087344,2007,2987.686348781937
7632,73504,25580.52733214498,2008,2978.4265448603687
7633,73504,15427.037953060011,2009,2989.3689839572194
7634,73504,20135.023395721924,2010,2985.9875965537726
7635,73504,25616.869058229353,2011,2982.5237670825904
7636,73504,15211.500742721333,2012,2989.9122103386812
7637,73504,12174.075534759359,2013,2991.3000594177065
7638,73504,13550.17655161238,2014,2993.043300653595
7639,73504,6869.235368389781,2015,3001.5929144385027
7640,73504,10954.977792632204,2016,3007.3039215686276
7641,73504,18283.39735591206,2017,2994.9020350564465
7642,73504,13449.303475935829,2018,2994.193998811646
7643,73504,,2019,3000.7956030897208
7644,52506,13390.88818565401,2006,
7645,52506,12963.131856540085,2007,2854.9240506329115
7646,52506,14769.072784810129,2008,2852.492616033755
7647,52506,11916.744725738397,2009,2857.2489451476795
7648,52506,13257.488396624472,2010,2858.7837552742617
7649,52506,16062.385021097047,2011,2854.7510548523205
7650,52506,10890.39240506329,2012,2853.8881856540083
7651,52506,10580.76476793249,2013,2856.0137130801686
7652,52506,10640.31990794016,2014,2855.3649789029537
7653,52506,8310.908227848102,2015,2859.590717299578
7654,52506,9464.081223628693,2016,2865.428270042194
7655,52506,14544.208860759492,2017,2858.039029535865
7656,52506,10916.987341772152,2018,2857.4662447257383
7657,52506,,2019,2861.0738396624474
7658,15507,24219.24533694344,2006,
7659,15507,26252.98510830325,2007,2960.8352888086642
7660,15507,26034.965703971116,2008,2956.6064981949457
7661,15507,19039.772412755716,2009,2963.4297533092663
7662,15507,21343.598225030084,2010,2965.095066185319
7663,15507,24841.962695547536,2011,2961.6848676293625
7664,15507,15493.63748495788,2012,2966.2871540312876
7665,15507,14715.765192539111,2013,2966.6481648616123
7666,15507,13854.616672136528,2014,2968.8339350180504
7667,15507,15337.419073405536,2015,2973.783844765343
7668,15507,16879.71329723225,2016,2973.379963898917
7669,15507,21591.558664259926,2017,2970.1254512635383
7670,15507,21122.600782190133,2018,2968.5603188929
7671,15507,,2019,2974.275722021661
7672,70508,11793.943376068375,2006,
7673,70508,12893.650793650793,2007,2996.471916971917
7674,70508,14275.05815018315,2008,2992.7413003663005
7675,70508,11054.45009157509,2009,3001.0946275946276
7676,70508,14620.42551892552,2010,3000.454517704518
7677,70508,15203.345085470086,2011,2993.921703296703
7678,70508,10196.326159951159,2012,3000.675061050061
7679,70508,9802.180402930402,2013,3002.0663919413923
7680,70508,8269.80685980686,2014,3004.8934676434674
7681,70508,8356.544871794873,2015,3010.7310744810748
7682,70508,10491.93421855922,2016,3005.1468253968255
7683,70508,12038.654151404151,2017,3003.6440781440783
7684,70508,11728.263278388278,2018,3002.157967032967
7685,70508,,2019,3006.7336691086693
7686,15511,17192.89393939394,2006,
7687,15511,14945.799783549783,2007,2887.821428571429
7688,15511,15930.630952380952,2008,2887.755411255411
7689,15511,11739.732683982684,2009,2889.307359307359
7690,15511,16634.728354978357,2010,2895.164502164502
7691,15511,20357.991341991343,2011,2891.0692640692637
7692,15511,18272.86904761905,2012,2886.8950216450216
7693,15511,18652.219696969696,2013,2889.4274891774894
7694,15511,18521.29279811098,2014,2888.974025974026
7695,15511,26901.72077922078,2015,2889.4534632034633
7696,15511,25336.06385281385,2016,2900.146103896104
7697,15511,24769.357142857145,2017,2891.726190476191
7698,15511,23810.977272727276,2018,2888.19696969697
7699,15511,,2019,2890.5941558441555
7700,25513,18656.962089447938,2006,
7701,25513,20002.25,2007,2894.7603074772887
7702,25513,20949.014325646403,2008,2892.3551712089447
7703,25513,12701.687456324247,2009,2898.486897274633
7704,25513,15871.11967155835,2010,2900.0599231306783
7705,25513,20503.439902166316,2011,2897.414919636618
7706,25513,13694.411949685535,2012,2898.151642208246
7707,25513,15709.422606568833,2013,2900.3670510132774
7708,25513,14435.222031637126,2014,2901.222746331237
7709,25513,13264.13784067086,2015,2906.028301886792
7710,25513,19040.459119496856,2016,2906.181167016073
7711,25513,16555.60237596087,2017,2900.2618798043327
7712,25513,20469.579140461214,2018,2898.3700209643607
7713,25513,,2019,2902.392033542977
7714,19513,14210.200396825398,2006,
7715,19513,13476.109126984127,2007,2961.22123015873
7716,19513,17904.58630952381,2008,2958.7490079365084
7717,19513,10604.774801587302,2009,2965.868055555555
7718,19513,16049.492063492064,2010,2964.2906746031745
7719,19513,17737.23511904762,2011,2962.491071428571
7720,19513,11412.299603174602,2012,2964.526785714286
7721,19513,7523.100198412699,2013,2966.1170634920636
7722,19513,7936.320346320347,2014,2967.1755952380954
7723,19513,4763.127976190476,2015,2971.310515873016
7724,19513,9361.59126984127,2016,2981.72123015873
7725,19513,9887.977182539682,2017,2966.517857142857
7726,19513,7310.7609126984125,2018,2966.6190476190477
7727,19513,,2019,2969.777777777778
7728,41518,16923.242654508613,2006,
7729,41518,14194.968085106382,2007,2944.384498480243
7730,41518,16771.268490374874,2008,2943.6689463019247
7731,41518,15501.686423505571,2009,2946.2791286727456
7732,41518,16830.602836879432,2010,2949.973910840932
7733,41518,23154.67933130699,2011,2947.8090172239113
7734,41518,18593.680344478216,2012,2943.6491894630194
7735,41518,14881.518996960485,2013,2944.199088145897
7736,41518,16704.602376347055,2014,2944.4761904761904
7737,41518,10569.03596757852,2015,2947.5063323201625
7738,41518,15647.318895643364,2016,2958.2109929078015
7739,41518,20916.182117527864,2017,2949.0154508611954
7740,41518,13840.158308004053,2018,2947.2497467071935
7741,41518,,2019,2949.7145390070923
7742,20517,17584.42103174603,2006,
7743,20517,20130.936772486773,2007,2982.788492063492
7744,20517,27191.54642857143,2008,2980.4044973544974
7745,20517,20341.685714285715,2009,2987.735582010582
7746,20517,37805.74417989418,2010,2986.8353174603176
7747,20517,30046.269312169312,2011,2981.5037037037036
7748,20517,30910.04920634921,2012,2988.884126984127
7749,20517,23383.08968253968,2013,2992.251058201058
7750,20517,22139.437518037517,2014,2994.6320105820105
7751,20517,21974.381746031748,2015,2998.978703703704
7752,20517,22416.04021164021,2016,2997.50291005291
7753,20517,30921.46798941799,2017,2988.8854497354496
7754,20517,25849.730291005293,2018,2988.8411375661376
7755,20517,,2019,2993.2690476190473
7756,25518,19164.484627831716,2006,
7757,25518,22259.67556634304,2007,2940.8474919093846
7758,25518,20766.665453074434,2008,2938.142799352751
7759,25518,13012.999190938512,2009,2944.090614886731
7760,25518,16122.633495145632,2010,2945.8754045307446
7761,25518,19752.2819579288,2011,2944.260922330097
7762,25518,14045.937702265372,2012,2944.688915857605
7763,25518,15239.686893203883,2013,2946.326860841424
7764,25518,13661.314210061782,2014,2947.9239482200646
7765,25518,14112.770226537215,2015,2952.0930420711975
7766,25518,18139.1605987055,2016,2962.37783171521
